,Non-401k Financial Assets,Net Financial Assets,Total Wealth,Age,Income,Family Size,Education,Has Defined Benefit Pension,Is Married,Is Two Earner Household,Eligible for 401K,Has 401K,Has IRA,Owns Home
1507,1849.0,1849.0,9445.0,42.0,33138.0,1.0,14.0,Y,N,N,N,N,N,N
1508,0.0,0.0,0.0,39.0,42777.0,2.0,7.0,N,Y,Y,N,N,N,N
1509,219999.0,231759.0,231759.0,57.0,27696.0,1.0,13.0,Y,N,N,N,N,Y,N
1510,11500.0,11500.0,33500.0,44.0,46800.0,3.0,18.0,N,Y,Y,N,N,Y,Y
1511,600.0,-11400.0,120600.0,40.0,24615.0,4.0,12.0,N,Y,N,N,N,N,Y
1512,4849.0,3749.0,18749.0,51.0,45102.0,2.0,13.0,N,Y,N,N,N,N,Y
1513,0.0,0.0,35500.0,42.0,10200.0,1.0,9.0,N,N,N,N,N,N,Y
1514,1000.0,988.0,22679.0,27.0,12933.0,2.0,12.0,N,N,N,N,N,N,Y
1515,2500.0,2500.0,7500.0,37.0,30540.0,3.0,14.0,N,Y,Y,N,N,N,Y
1516,0.0,0.0,750.0,39.0,19125.0,4.0,13.0,N,N,N,N,N,N,N
1517,80999.0,95999.0,410999.0,34.0,77334.0,3.0,12.0,N,Y,Y,N,N,Y,Y
1518,0.0,-3200.0,-3200.0,60.0,15810.0,3.0,12.0,N,Y,N,N,N,N,N
1519,250.0,250.0,1750.0,30.0,16500.0,1.0,9.0,N,N,N,N,N,N,Y
1520,499.0,-1501.0,160499.0,61.0,14466.0,2.0,9.0,N,Y,N,N,N,N,Y
1521,0.0,-200.0,41053.0,39.0,19263.0,3.0,13.0,N,N,N,N,N,N,Y
1522,0.0,-200.0,-200.0,30.0,8247.0,4.0,5.0,N,N,N,N,N,N,N
1523,21299.0,21299.0,62499.0,49.0,56646.0,2.0,12.0,Y,Y,Y,N,N,N,Y
1524,16100.0,45060.0,165060.0,54.0,90234.0,2.0,14.0,N,Y,Y,N,N,Y,Y
1525,35.0,-2965.0,27035.0,48.0,40326.0,4.0,11.0,N,Y,Y,N,N,N,Y
1526,0.0,0.0,0.0,43.0,17844.0,3.0,8.0,Y,N,N,N,N,N,N
1527,7500.0,6000.0,9000.0,28.0,29880.0,3.0,12.0,N,Y,Y,N,N,N,Y
1528,800.0,800.0,800.0,62.0,26034.0,6.0,10.0,N,Y,Y,N,N,N,N
1529,4000.0,28700.0,130600.0,36.0,55152.0,4.0,12.0,N,Y,Y,N,N,Y,Y
1530,10850.0,10450.0,56550.0,52.0,41697.0,2.0,12.0,Y,Y,Y,N,N,N,Y
1531,16550.0,17407.0,88407.0,38.0,99330.0,3.0,18.0,Y,Y,Y,N,N,Y,Y
1532,0.0,0.0,1000.0,60.0,0.0,1.0,7.0,N,N,N,N,N,N,N
1533,0.0,-800.0,31200.0,53.0,20910.0,5.0,12.0,N,Y,Y,N,N,N,Y
1534,0.0,-256.0,244.0,37.0,12633.0,4.0,12.0,Y,N,N,N,N,N,Y
1535,5.0,5.0,5.0,44.0,27720.0,5.0,13.0,N,Y,Y,N,N,N,N
1536,3800.0,3200.0,113396.0,48.0,31830.0,1.0,14.0,N,N,N,N,N,N,Y
1537,505.0,-1945.0,15055.0,29.0,26865.0,4.0,12.0,N,Y,Y,N,N,N,Y
1538,400.0,-10600.0,7600.0,30.0,15840.0,2.0,18.0,N,Y,Y,N,N,N,N
1539,0.0,-2100.0,17900.0,46.0,6075.0,4.0,10.0,N,Y,N,N,N,N,Y
1540,5.0,-7195.0,-7195.0,31.0,47904.0,3.0,12.0,N,Y,Y,N,N,N,N
1541,0.0,0.0,15362.0,38.0,31500.0,3.0,13.0,N,N,N,N,N,N,Y
1542,3800.0,3800.0,4700.0,36.0,21402.0,1.0,12.0,Y,N,N,N,N,N,N
1543,1999.0,1999.0,16552.0,29.0,15420.0,1.0,14.0,N,N,N,N,N,N,N
1544,58388.0,56388.0,84388.0,48.0,14400.0,4.0,12.0,N,Y,N,N,N,N,Y
1545,500.0,-10030.0,-9280.0,32.0,22140.0,3.0,13.0,Y,Y,N,N,N,N,N
1546,50.0,800.0,7863.0,27.0,18000.0,1.0,18.0,N,N,N,N,N,Y,N
1547,2900.0,29820.0,35820.0,45.0,51327.0,2.0,18.0,Y,Y,N,N,N,Y,Y
1548,50.0,50.0,550.0,30.0,16800.0,2.0,16.0,N,N,N,N,N,Y,N
1549,0.0,0.0,0.0,29.0,1530.0,1.0,11.0,N,N,N,N,N,N,N
1550,78300.0,105070.0,531445.0,53.0,20661.0,5.0,12.0,Y,N,N,N,N,Y,Y
1551,50.0,-2350.0,5650.0,39.0,12522.0,5.0,12.0,N,Y,Y,N,N,N,N
1552,2487.0,-6013.0,-513.0,28.0,45252.0,4.0,15.0,N,Y,Y,N,N,N,N
1553,2000.0,-13092.0,-9192.0,26.0,55311.0,2.0,18.0,Y,Y,Y,N,N,N,N
1554,1850.0,1690.0,6265.0,35.0,22140.0,3.0,12.0,N,N,N,N,N,N,N
1555,3406.0,-3244.0,2756.0,25.0,16266.0,2.0,13.0,N,Y,Y,N,N,N,N
1556,3250.0,-1750.0,85750.0,27.0,71598.0,2.0,15.0,N,Y,Y,N,N,N,Y
1557,1000.0,-1200.0,10800.0,41.0,27375.0,4.0,12.0,N,Y,Y,N,N,N,Y
1558,0.0,0.0,5000.0,25.0,14172.0,1.0,14.0,N,N,N,N,N,N,N
1559,101400.0,111200.0,161200.0,47.0,60960.0,2.0,11.0,N,Y,Y,N,N,Y,Y
1560,800.0,-700.0,32650.0,47.0,5106.0,1.0,12.0,N,N,N,N,N,N,Y
1561,600.0,100.0,49100.0,41.0,28035.0,3.0,12.0,N,Y,Y,N,N,N,Y
1562,162300.0,214300.0,314300.0,43.0,84900.0,3.0,18.0,Y,Y,Y,N,N,Y,Y
1563,70.0,-2030.0,-1530.0,30.0,7650.0,2.0,15.0,N,N,N,N,N,N,N
1564,15.0,15.0,3365.0,46.0,7638.0,4.0,13.0,N,N,N,N,N,N,N
1565,3299.0,-701.0,9999.0,28.0,24192.0,2.0,16.0,N,N,N,N,N,N,Y
1566,1300.0,300.0,6475.0,29.0,19215.0,1.0,12.0,N,N,N,N,N,N,N
1567,0.0,0.0,2000.0,32.0,10176.0,5.0,11.0,N,Y,N,N,N,N,Y
1568,50350.0,47700.0,576200.0,62.0,65028.0,2.0,12.0,N,Y,N,N,N,Y,Y
1569,4500.0,4200.0,50675.0,55.0,25710.0,1.0,13.0,N,N,N,N,N,N,Y
1570,0.0,0.0,500.0,28.0,9408.0,5.0,9.0,N,N,N,N,N,N,N
1571,700.0,-9300.0,-850.0,41.0,32646.0,2.0,12.0,N,N,N,N,N,N,Y
1572,600.0,-12600.0,16400.0,59.0,37992.0,7.0,12.0,N,Y,N,N,N,N,Y
1573,2600.0,150.0,150150.0,37.0,29946.0,4.0,18.0,N,Y,N,N,N,N,Y
1574,200.0,200.0,14700.0,38.0,28143.0,4.0,12.0,N,Y,Y,N,N,N,Y
1575,1650.0,-3350.0,4703.0,36.0,28800.0,1.0,18.0,N,N,N,N,N,N,N
1576,64500.0,58500.0,108679.0,47.0,47292.0,1.0,16.0,Y,N,N,N,N,N,Y
1577,400.0,-1400.0,13600.0,29.0,25308.0,4.0,12.0,N,Y,N,N,N,Y,Y
1578,0.0,0.0,500.0,39.0,8700.0,3.0,16.0,N,N,N,N,N,N,N
1579,200.0,-300.0,44200.0,43.0,11400.0,4.0,12.0,Y,N,N,N,N,N,Y
1580,20299.0,20299.0,108324.0,55.0,31098.0,1.0,13.0,N,N,N,N,N,N,Y
1581,3300.0,-6700.0,6750.0,40.0,22752.0,4.0,12.0,Y,N,N,N,N,N,Y
1582,0.0,-4015.0,-1015.0,40.0,44610.0,6.0,12.0,N,Y,Y,N,N,N,N
1583,129199.0,169199.0,376699.0,59.0,30000.0,2.0,12.0,N,Y,N,N,N,Y,Y
1584,5509.0,5509.0,23509.0,27.0,36675.0,3.0,12.0,Y,Y,Y,N,N,N,Y
1585,800.0,800.0,800.0,28.0,15774.0,1.0,12.0,N,N,N,N,N,N,N
1586,3215.0,7765.0,76015.0,37.0,58143.0,2.0,14.0,N,Y,Y,N,N,Y,Y
1587,1500.0,-100.0,2400.0,31.0,10350.0,2.0,12.0,N,N,N,N,N,N,N
1588,0.0,0.0,0.0,38.0,7110.0,2.0,12.0,N,N,N,N,N,N,N
1589,12000.0,12000.0,12000.0,38.0,44874.0,1.0,12.0,N,N,N,N,N,N,N
1590,35299.0,32299.0,107799.0,48.0,49263.0,4.0,12.0,N,Y,N,N,N,N,Y
1591,0.0,0.0,22000.0,30.0,10200.0,4.0,14.0,N,Y,N,N,N,N,Y
1592,2600.0,-6400.0,-3200.0,45.0,50025.0,2.0,12.0,N,Y,Y,N,N,N,Y
1593,30300.0,35883.0,80883.0,39.0,56913.0,3.0,16.0,N,Y,Y,N,N,Y,Y
1594,65000.0,70600.0,128100.0,39.0,47499.0,1.0,18.0,N,N,N,N,N,Y,Y
1595,18548.0,34271.0,265271.0,64.0,24675.0,4.0,12.0,N,Y,N,N,N,Y,Y
1596,1800.0,1500.0,100500.0,31.0,22959.0,4.0,12.0,N,Y,Y,N,N,N,Y
1597,1960.0,-1240.0,65560.0,40.0,61398.0,4.0,14.0,N,Y,N,N,N,N,Y
1598,150.0,150.0,22150.0,59.0,12975.0,4.0,12.0,N,N,N,N,N,N,Y
1599,5462.0,5092.0,64517.0,29.0,36744.0,1.0,12.0,N,N,N,N,N,Y,Y
1600,0.0,0.0,0.0,31.0,11451.0,4.0,10.0,N,N,N,N,N,N,N
1601,3499.0,4199.0,6499.0,29.0,31350.0,2.0,13.0,N,Y,Y,N,N,Y,Y
1602,8179.0,7179.0,7179.0,28.0,13428.0,2.0,12.0,N,Y,N,N,N,N,N
1603,20548.0,20348.0,73098.0,45.0,27786.0,3.0,12.0,N,Y,Y,N,N,N,Y
1604,1251000.0,1305500.0,1655500.0,59.0,199041.0,3.0,16.0,N,Y,N,N,N,Y,Y
1605,0.0,3000.0,3000.0,44.0,15300.0,2.0,9.0,N,Y,N,N,N,Y,N
1606,117300.0,145720.0,213220.0,63.0,41790.0,2.0,13.0,N,Y,N,N,N,Y,Y
1607,4498.0,4498.0,14773.0,32.0,28599.0,1.0,12.0,N,N,N,N,N,N,Y
1608,4800.0,4800.0,80300.0,55.0,9843.0,1.0,7.0,N,N,N,N,N,N,Y
1609,499.0,-2501.0,58749.0,52.0,11910.0,1.0,12.0,Y,N,N,N,N,N,Y
1610,85000.0,97000.0,97000.0,59.0,49701.0,1.0,12.0,N,N,N,N,N,Y,N
1611,1200.0,350.0,49270.0,44.0,49656.0,6.0,13.0,N,Y,N,N,N,N,Y
1612,3000.0,-12400.0,-1400.0,37.0,33000.0,2.0,12.0,Y,N,N,N,N,N,Y
1613,1398.0,398.0,398.0,41.0,38844.0,4.0,12.0,N,Y,Y,N,N,N,N
1614,500.0,-250.0,5061.0,32.0,26496.0,1.0,16.0,N,Y,N,N,N,N,N
1615,1999.0,1999.0,1999.0,30.0,28356.0,4.0,12.0,N,Y,N,N,N,N,N
1616,750.0,-1600.0,900.0,29.0,33381.0,1.0,12.0,N,N,N,N,N,N,N
1617,1355.0,-2645.0,3355.0,48.0,34437.0,3.0,13.0,N,Y,N,N,N,N,Y
1618,150.0,-50.0,28700.0,42.0,14928.0,4.0,12.0,Y,N,N,N,N,N,Y
1619,800.0,800.0,48800.0,52.0,26118.0,3.0,11.0,N,Y,Y,N,N,N,Y
1620,1500.0,1500.0,7950.0,36.0,17055.0,2.0,13.0,N,N,N,N,N,N,N
1621,9000.0,26000.0,96455.0,64.0,28908.0,1.0,18.0,N,N,N,N,N,Y,Y
1622,2800.0,-11200.0,134200.0,31.0,63303.0,4.0,12.0,N,Y,N,N,N,Y,Y
1623,90349.0,90349.0,141724.0,35.0,54960.0,4.0,12.0,N,Y,Y,N,N,N,Y
1624,300.0,-5700.0,-800.0,26.0,20400.0,1.0,12.0,N,N,N,N,N,N,N
1625,2500.0,1300.0,29200.0,28.0,51984.0,2.0,14.0,N,Y,Y,N,N,N,Y
1626,3250.0,10650.0,13050.0,30.0,25809.0,3.0,14.0,N,Y,Y,N,N,Y,N
1627,4999.0,4999.0,4999.0,34.0,60108.0,2.0,18.0,N,Y,Y,N,N,N,N
1628,9999.0,9499.0,9499.0,29.0,52200.0,2.0,16.0,N,Y,Y,N,N,N,N
1629,8000.0,8000.0,13000.0,28.0,24051.0,4.0,12.0,N,Y,N,N,N,N,N
1630,899.0,-301.0,109699.0,54.0,21462.0,2.0,6.0,N,Y,Y,N,N,N,Y
1631,60.0,-9840.0,-17709.0,28.0,31440.0,4.0,12.0,N,Y,Y,N,N,N,Y
1632,0.0,-444.0,556.0,31.0,15912.0,3.0,12.0,N,N,N,N,N,N,N
1633,0.0,0.0,500.0,39.0,17412.0,3.0,12.0,N,N,N,N,N,N,N
1634,0.0,-16000.0,-16000.0,41.0,240.0,1.0,12.0,N,N,N,N,N,N,N
1635,500.0,-1170.0,7291.0,27.0,24564.0,1.0,16.0,N,N,N,N,N,N,N
1636,13100.0,35000.0,100000.0,53.0,17244.0,3.0,15.0,N,Y,N,N,N,Y,Y
1637,0.0,-3200.0,7800.0,32.0,30630.0,4.0,10.0,N,Y,Y,N,N,N,N
1638,43662.0,59262.0,196304.0,58.0,19245.0,1.0,12.0,Y,N,N,N,N,Y,Y
1639,1049.0,-451.0,11027.0,45.0,35340.0,3.0,12.0,Y,N,N,N,N,N,Y
1640,5000.0,5000.0,5000.0,35.0,37167.0,2.0,16.0,Y,Y,N,N,N,N,N
1641,0.0,-900.0,14100.0,32.0,24000.0,5.0,12.0,Y,Y,Y,N,N,N,N
1642,50.0,-1450.0,-1450.0,56.0,8160.0,1.0,12.0,N,N,N,N,N,N,N
1643,800.0,-1200.0,-1200.0,52.0,17040.0,1.0,14.0,N,N,N,N,N,N,N
1644,4900.0,4100.0,180600.0,33.0,23661.0,1.0,16.0,N,N,N,N,N,N,N
1645,0.0,4447.0,4447.0,53.0,3780.0,1.0,4.0,Y,N,N,N,N,Y,N
1646,7006.0,9606.0,13209.0,27.0,40584.0,1.0,16.0,Y,N,N,N,N,Y,N
1647,20.0,20.0,2770.0,40.0,19044.0,4.0,12.0,Y,N,N,N,N,N,N
1648,700.0,-2300.0,7714.0,34.0,22698.0,3.0,14.0,N,N,N,N,N,N,N
1649,4000.0,4250.0,14929.0,26.0,30255.0,1.0,18.0,N,N,N,N,N,Y,N
1650,0.0,0.0,750.0,41.0,1035.0,1.0,16.0,Y,N,N,N,N,N,N
1651,29000.0,29000.0,88400.0,58.0,20067.0,3.0,17.0,N,N,N,N,N,N,Y
1652,1000.0,800.0,1391.0,28.0,17100.0,3.0,12.0,Y,N,N,N,N,N,N
1653,41900.0,41710.0,111685.0,47.0,22092.0,3.0,14.0,N,N,N,N,N,N,Y
1654,1000.0,-3000.0,28725.0,25.0,33750.0,1.0,16.0,N,N,N,N,N,N,N
1655,3300.0,-46700.0,-46700.0,32.0,44460.0,4.0,14.0,Y,Y,Y,N,N,N,N
1656,200.0,-2300.0,-2300.0,36.0,19284.0,5.0,12.0,N,Y,Y,N,N,N,N
1657,0.0,0.0,0.0,51.0,13500.0,2.0,12.0,N,N,N,N,N,N,N
1658,650.0,-11600.0,-10900.0,33.0,41925.0,3.0,14.0,N,Y,Y,N,N,N,N
1659,150.0,-350.0,99150.0,62.0,23310.0,1.0,12.0,N,N,N,N,N,N,Y
1660,900.0,900.0,900.0,28.0,20916.0,1.0,12.0,N,N,N,N,N,N,N
1661,198898.0,208842.0,552342.0,37.0,32628.0,3.0,16.0,N,Y,Y,N,N,Y,Y
1662,1520.0,-980.0,-980.0,56.0,29529.0,4.0,12.0,N,Y,N,N,N,N,N
1663,11140.0,11140.0,16382.0,32.0,35331.0,1.0,15.0,Y,N,N,N,N,N,Y
1664,999.0,999.0,3999.0,31.0,27600.0,4.0,12.0,N,Y,N,N,N,N,Y
1665,30248.0,20262.0,34637.0,27.0,15291.0,1.0,14.0,N,N,N,N,N,N,N
1666,2999.0,2999.0,127999.0,60.0,18402.0,5.0,8.0,Y,N,N,N,N,N,Y
1667,499.0,499.0,499.0,38.0,11250.0,4.0,6.0,N,Y,N,N,N,N,Y
1668,1300.0,100.0,42100.0,52.0,21090.0,4.0,14.0,N,Y,Y,N,N,N,Y
1669,0.0,0.0,500.0,60.0,6312.0,1.0,1.0,N,N,N,N,N,N,N
1670,500.0,-14500.0,-11000.0,26.0,14670.0,2.0,12.0,N,Y,N,N,N,N,N
1671,102.0,2318.0,25318.0,40.0,52647.0,3.0,13.0,N,Y,Y,N,N,Y,Y
1672,2999.0,22999.0,68799.0,64.0,25380.0,1.0,10.0,Y,N,N,N,N,Y,Y
1673,3000.0,-900.0,966.0,34.0,36993.0,1.0,16.0,N,N,N,N,N,Y,N
1674,500.0,500.0,15500.0,28.0,19131.0,3.0,13.0,N,Y,N,N,N,N,Y
1675,200.0,200.0,950.0,41.0,10200.0,2.0,12.0,N,N,N,N,N,N,N
1676,0.0,-40.0,-40.0,27.0,8928.0,3.0,12.0,N,N,N,N,N,N,N
1677,1248.0,-8752.0,100998.0,38.0,59229.0,5.0,12.0,N,Y,Y,N,N,N,Y
1678,1500.0,-9400.0,15600.0,27.0,59331.0,2.0,12.0,N,Y,Y,N,N,N,Y
1679,300.0,-3400.0,12900.0,35.0,22110.0,4.0,14.0,N,Y,N,N,N,N,Y
1680,75.0,75.0,575.0,42.0,6801.0,3.0,12.0,N,N,N,N,N,N,N
1681,1000.0,1000.0,41000.0,40.0,17106.0,2.0,12.0,N,Y,N,N,N,N,Y
1682,749.0,-3036.0,42964.0,28.0,19701.0,4.0,6.0,N,Y,Y,N,N,N,Y
1683,1500.0,4638.0,18188.0,27.0,18075.0,3.0,13.0,N,N,N,N,N,Y,Y
1684,1500.0,-3500.0,74500.0,32.0,46998.0,7.0,8.0,N,Y,Y,N,N,N,Y
1685,350.0,-68850.0,-33108.0,31.0,11721.0,1.0,18.0,N,N,N,N,N,N,Y
1686,250.0,-10250.0,-8250.0,49.0,29898.0,5.0,12.0,N,Y,Y,N,N,N,N
1687,80008.0,79757.0,142757.0,55.0,38679.0,1.0,12.0,Y,N,N,N,N,Y,Y
1688,999.0,999.0,7999.0,35.0,19260.0,4.0,12.0,N,Y,N,N,N,N,Y
1689,0.0,-13551.0,-13551.0,41.0,7824.0,1.0,14.0,N,N,N,N,N,N,N
1690,25.0,-875.0,-875.0,43.0,23892.0,6.0,12.0,Y,Y,Y,N,N,N,N
1691,24999.0,24999.0,85678.0,48.0,44376.0,1.0,12.0,N,N,N,N,N,N,Y
1692,1099.0,-14901.0,-12362.0,30.0,19644.0,2.0,12.0,Y,N,N,N,N,N,N
1693,0.0,0.0,0.0,28.0,23970.0,4.0,15.0,N,Y,Y,N,N,N,N
1694,1500.0,-8300.0,-5200.0,36.0,26772.0,1.0,15.0,N,N,N,N,N,N,Y
1695,8600.0,7600.0,90600.0,58.0,33219.0,4.0,12.0,N,Y,N,N,N,N,Y
1696,999.0,999.0,80999.0,59.0,33084.0,2.0,12.0,N,Y,N,N,N,N,Y
1697,50199.0,47199.0,86199.0,55.0,34248.0,2.0,17.0,Y,N,N,N,N,N,Y
1698,17000.0,29000.0,339000.0,36.0,95592.0,4.0,17.0,N,Y,Y,N,N,Y,Y
1699,0.0,7300.0,7300.0,25.0,12114.0,1.0,16.0,N,N,N,N,N,Y,N
1700,206.0,-825.0,887.0,30.0,17427.0,2.0,13.0,N,Y,Y,N,N,N,Y
1701,38000.0,34420.0,34420.0,42.0,90000.0,5.0,18.0,N,Y,Y,N,N,Y,Y
1702,1700.0,1700.0,234650.0,42.0,29475.0,5.0,18.0,N,N,N,N,N,N,Y
1703,2225.0,-1275.0,6778.0,25.0,56664.0,2.0,15.0,Y,N,N,N,N,N,N
1704,0.0,0.0,500.0,48.0,17088.0,3.0,6.0,Y,N,N,N,N,N,N
1705,410.0,110.0,5110.0,28.0,41130.0,2.0,14.0,N,Y,Y,N,N,N,Y
1706,3000.0,3000.0,3000.0,32.0,14580.0,2.0,12.0,N,Y,N,N,N,N,N
1707,255.0,-1245.0,-1245.0,52.0,21420.0,5.0,11.0,N,Y,N,N,N,N,N
1708,0.0,0.0,0.0,59.0,10422.0,6.0,12.0,N,Y,N,N,N,N,N
1709,400.0,400.0,2219.0,33.0,25326.0,4.0,10.0,N,Y,N,N,N,N,N
1710,400.0,0.0,12500.0,27.0,20460.0,3.0,12.0,N,Y,Y,N,N,N,Y
1711,4417.0,5217.0,67644.0,32.0,33804.0,5.0,12.0,N,Y,N,N,N,Y,Y
1712,0.0,-3000.0,-2000.0,32.0,40800.0,1.0,12.0,N,N,N,N,N,N,N
1713,360.0,-53640.0,-53640.0,43.0,12750.0,6.0,16.0,N,Y,N,N,N,N,N
1714,3149.0,2149.0,30649.0,40.0,12915.0,4.0,12.0,N,N,N,N,N,N,Y
1715,0.0,-1855.0,16645.0,34.0,16122.0,3.0,13.0,N,Y,Y,N,N,N,Y
1716,400.0,-2600.0,9400.0,39.0,16200.0,4.0,13.0,N,Y,Y,N,N,Y,N
1717,1900.0,8300.0,8500.0,40.0,40194.0,3.0,12.0,Y,Y,Y,N,N,Y,N
1718,1749.0,249.0,33249.0,52.0,22047.0,4.0,12.0,N,Y,Y,N,N,N,Y
1719,4400.0,1400.0,162940.0,33.0,54966.0,3.0,18.0,N,Y,Y,N,N,N,Y
1720,3613.0,2863.0,2863.0,56.0,16290.0,1.0,12.0,N,N,N,N,N,N,N
1721,1050.0,-2800.0,5013.0,33.0,62808.0,3.0,16.0,Y,Y,Y,N,N,N,Y
1722,3200.0,-1800.0,31200.0,52.0,66603.0,3.0,12.0,Y,Y,Y,N,N,N,Y
1723,450.0,450.0,450.0,54.0,14310.0,2.0,10.0,N,Y,N,N,N,N,N
1724,100.0,80.0,16080.0,48.0,19680.0,4.0,12.0,N,Y,Y,N,N,N,N
1725,1510.0,4310.0,12335.0,50.0,22263.0,2.0,13.0,N,N,N,N,N,Y,N
1726,0.0,0.0,0.0,47.0,7041.0,2.0,12.0,N,N,N,N,N,N,N
1727,25199.0,23699.0,32199.0,31.0,43116.0,1.0,14.0,N,N,N,N,N,N,Y
1728,13000.0,13000.0,13000.0,57.0,4875.0,1.0,12.0,N,N,N,N,N,N,N
1729,8000.0,8000.0,28000.0,29.0,102996.0,4.0,12.0,N,Y,N,N,N,N,Y
1730,165.0,-735.0,2944.0,25.0,17853.0,3.0,10.0,N,N,N,N,N,N,N
1731,1170.0,-3530.0,16470.0,31.0,44853.0,4.0,16.0,N,Y,Y,N,N,N,Y
1732,7499.0,8999.0,159649.0,58.0,13404.0,1.0,11.0,N,N,N,N,N,Y,Y
1733,400.0,400.0,27000.0,60.0,23244.0,1.0,12.0,N,N,N,N,N,N,Y
1734,22998.0,22998.0,425798.0,54.0,31587.0,2.0,10.0,N,Y,N,N,N,N,Y
1735,0.0,0.0,3500.0,35.0,33843.0,2.0,10.0,Y,N,N,N,N,N,N
1736,350.0,350.0,883.0,45.0,7596.0,3.0,13.0,N,N,N,N,N,N,N
1737,42000.0,72450.0,139450.0,29.0,67575.0,2.0,18.0,N,Y,Y,N,N,Y,N
1738,20.0,-1480.0,520.0,35.0,21216.0,10.0,14.0,N,Y,N,N,N,N,N
1739,9000.0,9000.0,35575.0,40.0,32676.0,3.0,18.0,Y,N,N,N,N,N,Y
1740,18200.0,18200.0,118200.0,53.0,34920.0,2.0,12.0,N,Y,N,N,N,N,Y
1741,8699.0,8699.0,83699.0,35.0,9933.0,2.0,12.0,Y,Y,Y,N,N,N,Y
1742,5049.0,6049.0,77049.0,44.0,67602.0,7.0,16.0,Y,Y,Y,N,N,Y,Y
1743,1949.0,-2051.0,2949.0,35.0,33759.0,3.0,13.0,N,Y,Y,N,N,N,Y
1744,3000.0,3000.0,3750.0,38.0,12930.0,5.0,10.0,N,Y,N,N,N,N,N
1745,250.0,-100.0,993.0,25.0,14895.0,1.0,14.0,N,N,N,N,N,N,N
1746,0.0,0.0,4800.0,46.0,17280.0,6.0,12.0,N,N,N,N,N,N,N
1747,6999.0,39499.0,214499.0,63.0,12294.0,2.0,16.0,N,Y,N,N,N,Y,Y
1748,399.0,-1701.0,10324.0,54.0,22074.0,2.0,12.0,N,N,N,N,N,N,Y
1749,29999.0,41499.0,41999.0,61.0,22893.0,1.0,18.0,N,N,N,N,N,Y,N
1750,300.0,300.0,3500.0,34.0,16845.0,1.0,11.0,Y,N,N,N,N,N,Y
1751,5298.0,5298.0,5298.0,48.0,51591.0,5.0,16.0,N,Y,N,N,N,N,N
1752,1860.0,-4390.0,35610.0,27.0,40830.0,3.0,14.0,N,Y,Y,N,N,N,Y
1753,2000.0,2600.0,2600.0,61.0,34680.0,1.0,16.0,N,N,N,N,N,Y,N
1754,25.0,-13375.0,-9444.0,39.0,15600.0,4.0,13.0,N,Y,N,N,N,N,N
1755,9000.0,13500.0,70500.0,44.0,48300.0,3.0,16.0,N,Y,N,N,N,Y,Y
1756,60000.0,84000.0,93050.0,62.0,25020.0,2.0,12.0,Y,N,N,N,N,Y,N
1757,49.0,49.0,72049.0,64.0,13497.0,4.0,10.0,N,N,N,N,N,N,Y
1758,0.0,-3000.0,73000.0,46.0,11592.0,3.0,12.0,N,N,N,N,N,N,Y
1759,849.0,409.0,17409.0,34.0,27345.0,5.0,10.0,N,Y,N,N,N,N,Y
1760,1549.0,449.0,7449.0,35.0,32022.0,3.0,14.0,N,Y,N,N,N,N,N
1761,4300.0,-9100.0,-6675.0,30.0,29364.0,1.0,18.0,N,N,N,N,N,N,N
1762,0.0,-2000.0,-2000.0,45.0,17076.0,3.0,10.0,N,Y,N,N,N,N,Y
1763,35330.0,65330.0,107330.0,42.0,61857.0,5.0,14.0,Y,Y,Y,N,N,Y,Y
1764,25.0,-7075.0,-7075.0,36.0,8574.0,1.0,16.0,N,N,N,N,N,N,N
1765,0.0,0.0,0.0,48.0,9864.0,1.0,12.0,N,N,N,N,N,N,N
1766,900.0,300.0,29700.0,50.0,18348.0,4.0,6.0,N,N,N,N,N,N,Y
1767,3488.0,1208.0,23058.0,46.0,34131.0,7.0,15.0,N,Y,Y,N,N,N,Y
1768,2049.0,3749.0,50749.0,60.0,43425.0,4.0,11.0,N,Y,Y,N,N,Y,Y
1769,3500.0,2000.0,38000.0,29.0,57870.0,4.0,13.0,N,Y,N,N,N,N,Y
1770,1100.0,-1500.0,2833.0,28.0,33849.0,1.0,13.0,N,N,N,N,N,N,N
1771,0.0,-1000.0,6500.0,31.0,18819.0,1.0,14.0,N,N,N,N,N,N,N
1772,111249.0,133249.0,289249.0,54.0,65661.0,4.0,12.0,N,Y,Y,N,N,Y,Y
1773,4999.0,4999.0,6499.0,35.0,34647.0,1.0,15.0,N,N,N,N,N,N,N
1774,700.0,700.0,8700.0,52.0,22791.0,4.0,6.0,N,Y,N,N,N,N,N
1775,22700.0,22300.0,73100.0,38.0,47043.0,5.0,16.0,Y,Y,Y,N,N,N,Y
1776,97000.0,112000.0,115550.0,44.0,22416.0,1.0,18.0,N,N,N,N,N,Y,N
1777,11000.0,24100.0,109400.0,40.0,24660.0,2.0,17.0,N,N,N,N,N,Y,Y
1778,0.0,0.0,75000.0,41.0,13260.0,2.0,13.0,N,N,N,N,N,N,Y
1779,900.0,750.0,4975.0,26.0,18360.0,1.0,15.0,N,N,N,N,N,N,N
1780,87.0,-3413.0,7587.0,45.0,8880.0,3.0,6.0,N,Y,N,N,N,N,N
1781,2000.0,2000.0,146000.0,54.0,40665.0,2.0,12.0,N,Y,N,N,N,N,Y
1782,0.0,0.0,20000.0,25.0,27120.0,4.0,12.0,N,Y,N,N,N,N,Y
